id,type,timingData.startTimeInNanos,timingData.endTimeInNanos,timingData.responseTime,timingData.processingTime,timingData.selfTime,timingData.suspensionTime,timingData.cpuTime,timingData.waitTime,timingData.diskIOTime,timingData.networkIOTime,timingData.syncTime,timingData.totalExecutionTime,purePathsData.infoData.serviceId,purePathsData.infoData.serviceName,purePathsData.infoData.dimension,purePathsData.infoData.callURI,purePathsData.infoData.traceIdHex,purePathsData.infoData.callStartTime,purePathsData.infoData.multiplicity,purePathsData.infoData.failed,purePathsData.infoData.serviceType,purePathsData.infoData.technologyType,purePathsData.infoData.callFlawBits,purePathsData.infoData.anyFlaws,purePathsData.infoData.external,purePathsData.infoData.autoSensorDataExists,purePathsData.infoData.pgName,purePathsData.infoData.pgiName,purePathsData.infoData.pgiId,purePathsData.infoData.serverEntryPoint,purePathsData.timingData.startTimeInNanos,purePathsData.timingData.endTimeInNanos,purePathsData.timingData.responseTime,purePathsData.timingData.processingTime,purePathsData.timingData.selfTime,purePathsData.timingData.suspensionTime,purePathsData.timingData.cpuTime,purePathsData.timingData.waitTime,purePathsData.timingData.diskIOTime,purePathsData.timingData.networkIOTime,purePathsData.timingData.syncTime,purePathsData.databaseData.sqlFetchesPerExecution,purePathsData.databaseData.sqlRowsReturnedPerExecution,purePathsData.childCallsData.callsToDatabases,purePathsData.childCallsData.callsToServices,purePathsData.childCallsData.timeSpentInCallsToDatabases,purePathsData.childCallsData.timeSpentInCallsToServices,purePathsData.requestData.httpCode,purePathsData.requestData.httpCodeValid,purePathsData.requestAttributesData.requestAttributesCount,purePathsData.type,traceData
14666475Z1X93X0X2345030086X20260602104646Y0Y0.session,PurePath,1780410940437152000,1780410940533199000,96047,96047,61756,4589,31119,22906,0,3060,0,61756,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14666475Z1X93X0X2345030086X20260602104646Y0Y0.session,eff407ac17e932054768258e1c9b0765,1780410940437,4,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410940437152000,1780410940533199000,96047,96047,61756,4589,31119,22906,0,3060,0,0,0,2,1,8131,42254,200,true,2,PurePath,,
12088108Z1X59X0X1175415949X20260602111355Y0Y0.session,PurePath,1780410940177211000,1780410940433698000,256487,256487,256487,3980,13475,0,0,240430,0,257885,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,12088108Z1X59X0X1175415949X20260602111355Y0Y0.session,8d6476f077f3dfd9b91f9caa3fbd822d,1780410940177,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410940177211000,1780410940433698000,256487,256487,256487,3980,13475,0,0,240430,0,0,0,0,1,0,241061,200,true,2,PurePath,,
10429993Z1X61X0X1855616588X20260602111310Y0Y0.session,PurePath,1780410939907336000,1780410939988224000,80888,80888,80907,0,35759,0,0,44943,0,80907,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10429993Z1X61X0X1855616588X20260602111310Y0Y0.session,18bdfaa71ba6cb4147a43758f91be6ae,1780410939907,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780410939907336000,1780410939988224000,80888,80888,80907,0,35759,0,0,44943,0,0,0,2,1,10133,22985,200,true,2,PurePath,,
12040236Z1X45X0X585148810X20260602110032Y0Y0.session,PurePath,1780410939836110000,1780410939836157000,47,47,47,0,45,0,0,0,0,47,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,12040236Z1X45X0X585148810X20260602110032Y0Y0.session,4b9673af7af1dffcffd07d647c61dd74,1780410939836,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,true,1780410939836110000,1780410939836157000,47,47,47,0,45,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
40433647Z1X70X0X1960450081X20260602105714Y0Y0.session,PurePath,1780410939755236000,1780410939829679000,74443,74443,55817,0,34853,0,0,20767,0,55817,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,40433647Z1X70X0X1960450081X20260602105714Y0Y0.session,03c97fbdcc36f5c74f5d2b25396541e7,1780410939755,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780410939755236000,1780410939829679000,74443,74443,55817,0,34853,0,0,20767,0,0,0,2,1,6596,21661,200,true,2,PurePath,,
26581026Z1X31X0X2251440725X20260602110155Y0Y0.session,PurePath,1780410939547069000,1780410939631838000,84769,84769,16544,0,8536,75820,0,0,0,84356,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,26581026Z1X31X0X2251440725X20260602110155Y0Y0.session,8632540842fc4172462ddc487a1d5270,1780410939547,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-s4dfz),PROCESS_GROUP_INSTANCE-9CF1A4CCC8A4DB87,false,1780410939547069000,1780410939631838000,84769,84769,16544,0,8536,75820,0,0,0,0,0,0,1,0,78356,200,true,0,PurePath,,
17924503Z1X87X0X197625991X20260602112230Y0Y0.session,PurePath,1780410939397136000,1780410939479479000,82343,82343,10438,0,8261,73977,0,0,0,82238,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,17924503Z1X87X0X197625991X20260602112230Y0Y0.session,74510093e7743d5aab1ac3913d548627,1780410939397,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-b26wv),PROCESS_GROUP_INSTANCE-3F8608DC41365072,false,1780410939397136000,1780410939479479000,82343,82343,10438,0,8261,73977,0,0,0,0,0,0,1,0,74903,200,true,0,PurePath,,
14764047Z1X65X0X13603520X20260602112831Y0Y0.session,PurePath,1780410939305174000,1780410939377589000,72415,72415,72431,0,33950,0,0,38383,0,72431,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14764047Z1X65X0X13603520X20260602112831Y0Y0.session,fb44a4ed8069da0bbac70867b6bbafcf,1780410939305,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780410939305174000,1780410939377589000,72415,72415,72431,0,33950,0,0,38383,0,0,0,2,1,9912,17727,200,true,2,PurePath,,
17682507Z1X111X0X205826816X20260602111522Y0Y0.session,PurePath,1780410939300080000,1780410939460115000,160035,160035,9368,0,7178,152802,0,0,0,159980,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,17682507Z1X111X0X205826816X20260602111522Y0Y0.session,06f78d56528aef03e4044bd3c4645017,1780410939300,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-b7dtx),PROCESS_GROUP_INSTANCE-4CFAE2BC3B4314F7,false,1780410939300080000,1780410939460115000,160035,160035,9368,0,7178,152802,0,0,0,0,0,0,1,0,153572,200,true,0,PurePath,,
61715393Z1X16X0X1782325079X20260602110538Y0Y0.session,PurePath,1780410938549168000,1780410938637813000,88645,88645,88671,6971,38230,0,0,14379,0,88671,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,61715393Z1X16X0X1782325079X20260602110538Y0Y0.session,4d4455ac39e79ffd1b12f4ac0cd1ae47,1780410938549,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780410938549168000,1780410938637813000,88645,88645,88671,6971,38230,0,0,14379,0,0,0,2,1,10314,20078,200,true,2,PurePath,,
59027672Z1X26X0X53022428X20260602113327Y0Y0.session,PurePath,1780410938476212000,1780410938543085000,66873,66873,66891,3460,35087,12366,0,0,0,66891,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,59027672Z1X26X0X53022428X20260602113327Y0Y0.session,2a5141b656e86a9a2c7d99f5042e783c,1780410938476,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410938476212000,1780410938543085000,66873,66873,66891,3460,35087,12366,0,0,0,0,0,2,1,7051,10141,200,true,3,PurePath,,
32837945Z1X26X0X1810572741X20260602110325Y0Y0.session,PurePath,1780410938469233000,1780410938540098000,70865,70865,70886,0,43122,0,0,27629,0,70886,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,32837945Z1X26X0X1810572741X20260602110325Y0Y0.session,c1e91ce0e73b62e01f0d031d207fd64c,1780410938469,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780410938469233000,1780410938540098000,70865,70865,70886,0,43122,0,0,27629,0,0,0,2,1,6017,9459,200,true,3,PurePath,,
18244444Z1X70X0X1960450345X20260602105714Y0Y0.session,PurePath,1780410938446221000,1780410938506519000,60298,60298,60315,0,33652,0,0,15050,0,60315,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,18244444Z1X70X0X1960450345X20260602105714Y0Y0.session,b6f39ca5f68db70eddfbc179297a6938,1780410938446,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780410938446221000,1780410938506519000,60298,60298,60315,0,33652,0,0,15050,0,0,0,2,1,5774,10028,200,true,3,PurePath,,
14634275Z1X59X0X2577131669X20260602104343Y0Y0.session,PurePath,1780410938446145000,1780410938512511000,66366,66366,54018,0,31816,19064,0,2014,0,54018,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14634275Z1X59X0X2577131669X20260602104343Y0Y0.session,54115f896bcb90cc9a757691aed9d8f5,1780410938446,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410938446145000,1780410938512511000,66366,66366,54018,0,31816,19064,0,2014,0,0,0,2,1,7184,14724,200,true,3,PurePath,,
59523993Z1X67X0X3447675144X20260602104310Y0Y0.session,PurePath,1780410938318178000,1780410938395687000,77509,77509,77528,0,33991,0,0,43252,0,77528,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,59523993Z1X67X0X3447675144X20260602104310Y0Y0.session,802cd9fcabdc06c3120143084f467cdf,1780410938318,8,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780410938318178000,1780410938395687000,77509,77509,77528,0,33991,0,0,43252,0,0,0,2,1,8636,25059,200,true,2,PurePath,,
86059199Z1X88X0X42451843X20260602113508Y0Y0.session,PurePath,1780410938308159000,1780410938378552000,70393,70393,70408,3309,34179,15863,0,1231,0,70408,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,86059199Z1X88X0X42451843X20260602113508Y0Y0.session,50d25311fcd7027a7c80a0cf6324b7f4,1780410938308,32,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410938308159000,1780410938378552000,70393,70393,70408,3309,34179,15863,0,1231,0,0,0,2,1,6796,14359,200,true,3,PurePath,,
92924369Z1X67X0X792649874X20260602111335Y0Y0.session,PurePath,1780410938078052000,1780410938078087000,35,35,35,0,33,0,0,0,0,35,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,92924369Z1X67X0X792649874X20260602111335Y0Y0.session,74d91fde77a06f17b9489087c777eaa9,1780410938078,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,true,1780410938078052000,1780410938078087000,35,35,35,0,33,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
80842227Z1X14X0X448136609X20260602111927Y0Y0.session,PurePath,1780410938057049000,1780410938057120000,71,71,71,0,60,0,0,0,0,71,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,80842227Z1X14X0X448136609X20260602111927Y0Y0.session,b267798ebb77680a4e0d4ddc7fa28365,1780410938057,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,true,1780410938057049000,1780410938057120000,71,71,71,0,60,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
13951248Z1X101X0X43373121X20260602112821Y0Y0.session,PurePath,1780410937941209000,1780410938056440000,115231,115231,115260,4214,46598,21128,0,0,0,115260,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,13951248Z1X101X0X43373121X20260602112821Y0Y0.session,ad853db13a1c7ef275b2a480b5df491d,1780410937941,4,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410937941209000,1780410938056440000,115231,115231,115260,4214,46598,21128,0,0,0,0,0,2,1,5793,21641,200,true,2,PurePath,,
18159380Z1X4X0X2399126034X20260602104812Y0Y0.session,PurePath,1780410937843081000,1780410937921025000,77944,77944,11615,0,7178,68611,0,0,0,75789,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,18159380Z1X4X0X2399126034X20260602104812Y0Y0.session,96f65e543daae8d21a7cbebd402957dd,1780410937843,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-b7dtx),PROCESS_GROUP_INSTANCE-4CFAE2BC3B4314F7,false,1780410937843081000,1780410937921025000,77944,77944,11615,0,7178,68611,0,0,0,0,0,0,1,0,69349,200,true,0,PurePath,,
27655408Z1X88X0X42450687X20260602113508Y0Y0.session,PurePath,1780410937753329000,1780410938113248000,359919,359919,359919,4214,10124,0,0,344980,0,359919,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,27655408Z1X88X0X42450687X20260602113508Y0Y0.session,06534f066b88f10c05a3b167e4433b7d,1780410937753,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780410937753329000,1780410938113248000,359919,359919,359919,4214,10124,0,0,344980,0,0,0,0,1,0,349709,200,true,2,PurePath,,
86863152Z1X16X0X25900385X20260602113543Y0Y0.session,PurePath,1780410937659217000,1780410937908362000,249145,249145,249145,0,5709,0,0,243044,0,249145,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,86863152Z1X16X0X25900385X20260602113543Y0Y0.session,9678d50c45f6d0c05afbc86548ee691c,1780410937659,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410937659217000,1780410937908362000,249145,249145,249145,0,5709,0,0,243044,0,0,0,0,1,0,243299,200,true,2,PurePath,,
15380979Z1X31X0X188267650X20260602113207Y0Y0.session,PurePath,1780410937641071000,1780410937741231000,100160,100160,23176,0,9635,90256,0,0,0,99891,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,15380979Z1X31X0X188267650X20260602113207Y0Y0.session,a9e8382f348e250a76a4d49ccf592943,1780410937641,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-p7k9z),PROCESS_GROUP_INSTANCE-1C5A393AC0CCEBF4,false,1780410937641071000,1780410937741231000,100160,100160,23176,0,9635,90256,0,0,0,0,0,0,1,0,93153,200,true,0,PurePath,,
12607813Z1X93X0X2345029491X20260602104646Y0Y0.session,PurePath,1780410937507166000,1780410937590001000,82835,82835,82851,3058,33207,19418,0,28189,0,83872,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12607813Z1X93X0X2345029491X20260602104646Y0Y0.session,00000000000000003e31000ba9164a80,1780410937507,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780410937507166000,1780410937590001000,82835,82835,82851,3058,33207,19418,0,28189,0,0,0,2,1,10392,17962,200,true,2,PurePath,,
46600994Z1X20X0X2223094403X20260602104904Y0Y0.session,PurePath,1780410937289171000,1780410937372501000,83330,83330,83346,3075,38017,0,0,27757,0,83346,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,46600994Z1X20X0X2223094403X20260602104904Y0Y0.session,5eb97bbb1e56d490e25713f978f054d6,1780410937289,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780410937289171000,1780410937372501000,83330,83330,83346,3075,38017,0,0,27757,0,0,0,2,1,5521,28061,200,true,2,PurePath,,
89535612Z1X59X0X257081661X20260602111355Y0Y0.session,PurePath,1780410937252111000,1780410937338997000,86886,86886,11231,0,7903,78735,0,0,0,86638,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,89535612Z1X59X0X257081661X20260602111355Y0Y0.session,bb0601b5988c6ec4c97ee5b9e7a6f240,1780410937252,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-hq4nv),PROCESS_GROUP_INSTANCE-469FC0E01EC4F551,false,1780410937252111000,1780410937338997000,86886,86886,11231,0,7903,78735,0,0,0,0,0,0,1,0,79534,200,true,0,PurePath,,
16514692Z1X70X0X1960449819X20260602105714Y0Y0.session,PurePath,1780410937192185000,1780410937257683000,65498,65498,65514,0,33986,0,0,15993,0,65514,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16514692Z1X70X0X1960449819X20260602105714Y0Y0.session,0a134f73d06e7c763246508c8294d5b8,1780410937192,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780410937192185000,1780410937257683000,65498,65498,65514,0,33986,0,0,15993,0,0,0,2,1,6984,13168,200,true,2,PurePath,,
16119988Z1X111X0X1442809260X20260602111522Y0Y0.session,PurePath,1780410937159193000,1780410937243241000,84048,84048,84072,0,41681,18815,0,23279,0,84072,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16119988Z1X111X0X1442809260X20260602111522Y0Y0.session,619ccaffd33f18d1ffab73a404878a84,1780410937159,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780410937159193000,1780410937243241000,84048,84048,84072,0,41681,18815,0,23279,0,0,0,2,1,6162,23457,200,true,2,PurePath,,
85561667Z1X7X0X2010362743X20260602110535Y0Y0.session,PurePath,1780410937079213000,1780410937148600000,69387,69387,69408,0,38156,0,0,11955,0,69408,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,85561667Z1X7X0X2010362743X20260602110535Y0Y0.session,3a6b2dc7bdb2ee1471d7ccd41f4b193f,1780410937079,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780410937079213000,1780410937148600000,69387,69387,69408,0,38156,0,0,11955,0,0,0,2,1,6449,12295,200,true,2,PurePath,,
11043202Z1X45X0X105690710X20260602113107Y0Y0.session,PurePath,1780410936997203000,1780410937107617000,110414,110414,110435,0,35949,0,0,66577,0,110435,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11043202Z1X45X0X105690710X20260602113107Y0Y0.session,e4bfa148a7063b36a513ec78900917da,1780410936997,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780410936997203000,1780410937107617000,110414,110414,110435,0,35949,0,0,66577,0,0,0,2,1,9842,47063,200,true,2,PurePath,,
13696268Z1X104X0X2681887570X20260602104039Y0Y0.session,PurePath,1780410936967247000,1780410937053206000,85959,85959,85976,7445,38982,0,0,23446,0,85976,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,13696268Z1X104X0X2681887570X20260602104039Y0Y0.session,6a1eea380000000015c29fa649868d49,1780410936967,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780410936967247000,1780410937053206000,85959,85959,85976,7445,38982,0,0,23446,0,0,0,2,1,6876,23898,200,true,2,PurePath,,
50869278Z1X87X0X909590134X20260602112230Y0Y0.session,PurePath,1780410936860166000,1780410936936144000,75978,75978,75998,3766,38447,0,0,16044,0,75998,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,50869278Z1X87X0X909590134X20260602112230Y0Y0.session,cb89d5c781db2313534644a6b5d4c7ee,1780410936860,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780410936860166000,1780410936936144000,75978,75978,75998,3766,38447,0,0,16044,0,0,0,2,1,7323,16344,200,true,3,PurePath,,
